"id";"uri";"nomParlamentar";"cargo";"siglaUf";"municipio";"anoInicio";"anoFim";"siglaPartidoEleicao";"uriPartidoEleicao"
"73827";"https://dadosabertos.camara.leg.br/api/v2/deputados/73827";"EDMUNDO GALDINO";"Vereador(a)";"TO";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73827";"https://dadosabertos.camara.leg.br/api/v2/deputados/73827";"EDMUNDO GALDINO";"Deputado(a) Estadual";"GO";"";"1987";"1988";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74016";"https://dadosabertos.camara.leg.br/api/v2/deputados/74016";"COSTA FERREIRA";"Vereador(a)";"MA";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74016";"https://dadosabertos.camara.leg.br/api/v2/deputados/74016";"COSTA FERREIRA";"Vereador(a)";"MA";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74210";"https://dadosabertos.camara.leg.br/api/v2/deputados/74210";"SARNEY FILHO";"Deputado(a) Estadual";"MA";"";"1979";"1983";"";""
"74319";"https://dadosabertos.camara.leg.br/api/v2/deputados/74319";"PAES LANDIM";"Prefeito(a)";"PI";"Socorro do Piauí";"1962";"1963";"UDN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36854"
"74319";"https://dadosabertos.camara.leg.br/api/v2/deputados/74319";"PAES LANDIM";"Deputado(a) Estadual";"PI";"";"1963";"1964";"UDN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36854"
"74325";"https://dadosabertos.camara.leg.br/api/v2/deputados/74325";"IBERÊ FERREIRA";"Deputado(a) Estadual";"RN";"";"1971";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"74325";"https://dadosabertos.camara.leg.br/api/v2/deputados/74325";"IBERÊ FERREIRA";"Deputado(a) Estadual";"RN";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"74327";"https://dadosabertos.camara.leg.br/api/v2/deputados/74327";"NEY LOPES";"Senador(a) Suplente";"RN";"";"1983";"1991";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74327";"https://dadosabertos.camara.leg.br/api/v2/deputados/74327";"NEY LOPES";"Vice-Prefeito(a)";"RN";"";"1989";"1993";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"74425";"https://dadosabertos.camara.leg.br/api/v2/deputados/74425";"JOSÉ MENDONÇA BEZERRA";"Deputado(a) Estadual";"PE";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74425";"https://dadosabertos.camara.leg.br/api/v2/deputados/74425";"JOSÉ MENDONÇA BEZERRA";"Deputado(a) Estadual";"PE";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74425";"https://dadosabertos.camara.leg.br/api/v2/deputados/74425";"JOSÉ MENDONÇA BEZERRA";"Deputado(a) Estadual";"PE";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74430";"https://dadosabertos.camara.leg.br/api/v2/deputados/74430";"OSVALDO COELHO";"Deputado(a) Estadual";"PE";"";"1955";"1959";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"74430";"https://dadosabertos.camara.leg.br/api/v2/deputados/74430";"OSVALDO COELHO";"Deputado(a) Estadual";"PE";"";"1959";"1963";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"74430";"https://dadosabertos.camara.leg.br/api/v2/deputados/74430";"OSVALDO COELHO";"Deputado(a) Estadual";"PE";"";"1963";"1967";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"73805";"https://dadosabertos.camara.leg.br/api/v2/deputados/73805";"ROBERTO FREIRE";"Deputado(a) Estadual";"PE";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73805";"https://dadosabertos.camara.leg.br/api/v2/deputados/73805";"ROBERTO FREIRE";"Senador(a)";"PE";"";"1995";"2003";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Vereador(a)";"SE";"";"1962";"1965";"UDN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36854"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Deputado(a) Estadual";"SE";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Deputado(a) Estadual";"SE";"";"1971";"1972";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Prefeito(a)";"SE";"";"1972";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Deputado(a) Estadual";"SE";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74527";"https://dadosabertos.camara.leg.br/api/v2/deputados/74527";"CLEONÂNCIO FONSECA";"Deputado(a) Estadual";"SE";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74131";"https://dadosabertos.camara.leg.br/api/v2/deputados/74131";"JOÃO CARLOS BACELAR";"Deputado(a) Estadual";"BA";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73808";"https://dadosabertos.camara.leg.br/api/v2/deputados/73808";"SÉRGIO BRITO";"Vereador(a)";"BA";"Salvador";"2005";"2007";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786"
"73507";"https://dadosabertos.camara.leg.br/api/v2/deputados/73507";"ROSE DE FREITAS";"Deputado(a) Estadual";"ES";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73507";"https://dadosabertos.camara.leg.br/api/v2/deputados/73507";"ROSE DE FREITAS";"Senador(a)";"ES";"";"2015";"2023";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"BENEDITA DA SILVA";"Vereador(a)";"RJ";"Rio de Janeiro";"1983";"1986";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"BENEDITA DA SILVA";"Senador(a)";"RJ";"";"1995";"1998";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"BENEDITA DA SILVA";"Vice-Governador(a)";"RJ";"";"1999";"2002";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"BENEDITA DA SILVA";"Governador(a)";"RJ";"";"2002";"2002";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"74844";"https://dadosabertos.camara.leg.br/api/v2/deputados/74844";"FRANCISCO DORNELLES";"Senador(a)";"RJ";"";"2007";"2015";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903"
"74844";"https://dadosabertos.camara.leg.br/api/v2/deputados/74844";"FRANCISCO DORNELLES";"Governador(a)";"RJ";"";"2015";"2019";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903"
"73424";"https://dadosabertos.camara.leg.br/api/v2/deputados/73424";"SIMÃO SESSIM";"Prefeito(a)";"RJ";"";"1973";"1977";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74662";"https://dadosabertos.camara.leg.br/api/v2/deputados/74662";"HUMBERTO SOUTO";"Vereador(a)";"MG";"";"1963";"1966";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74662";"https://dadosabertos.camara.leg.br/api/v2/deputados/74662";"HUMBERTO SOUTO";"Deputado(a) Estadual";"MG";"";"1971";"1974";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74663";"https://dadosabertos.camara.leg.br/api/v2/deputados/74663";"IBRAHIM ABI-ACKEL";"Vereador(a)";"MG";"";"1955";"1959";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"74663";"https://dadosabertos.camara.leg.br/api/v2/deputados/74663";"IBRAHIM ABI-ACKEL";"Deputado(a) Estadual";"MG";"";"1963";"1967";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"74663";"https://dadosabertos.camara.leg.br/api/v2/deputados/74663";"IBRAHIM ABI-ACKEL";"Deputado(a) Estadual";"MG";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74663";"https://dadosabertos.camara.leg.br/api/v2/deputados/74663";"IBRAHIM ABI-ACKEL";"Deputado(a) Estadual";"MG";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74741";"https://dadosabertos.camara.leg.br/api/v2/deputados/74741";"JOSÉ SANTANA DE VASCONCELLOS";"Deputado(a) Estadual";"MG";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74741";"https://dadosabertos.camara.leg.br/api/v2/deputados/74741";"JOSÉ SANTANA DE VASCONCELLOS";"Deputado(a) Estadual";"MG";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74741";"https://dadosabertos.camara.leg.br/api/v2/deputados/74741";"JOSÉ SANTANA DE VASCONCELLOS";"Deputado(a) Estadual";"MG";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74741";"https://dadosabertos.camara.leg.br/api/v2/deputados/74741";"JOSÉ SANTANA DE VASCONCELLOS";"Deputado(a) Estadual";"MG";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"133853";"https://dadosabertos.camara.leg.br/api/v2/deputados/133853";"IBSEN PINHEIRO";"Vereador(a)";"RS";"";"1977";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133853";"https://dadosabertos.camara.leg.br/api/v2/deputados/133853";"IBSEN PINHEIRO";"Deputado(a) Estadual";"RS";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133853";"https://dadosabertos.camara.leg.br/api/v2/deputados/133853";"IBSEN PINHEIRO";"Vereador(a)";"RS";"";"2005";"2006";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73653";"https://dadosabertos.camara.leg.br/api/v2/deputados/73653";"WELINTON FAGUNDES";"Senador(a)";"MT";"";"2015";"2023";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906"
"73653";"https://dadosabertos.camara.leg.br/api/v2/deputados/73653";"WELLINGTON FAGUNDES";"Senador(a)";"MT";"";"2015";"2023";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906"
"73653";"https://dadosabertos.camara.leg.br/api/v2/deputados/73653";"WELINTON FAGUNDES";"Senador(a)";"MT";"";"2023";"2032";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906"
"73653";"https://dadosabertos.camara.leg.br/api/v2/deputados/73653";"WELLINGTON FAGUNDES";"Senador(a)";"MT";"";"2023";"2032";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906"
"73696";"https://dadosabertos.camara.leg.br/api/v2/deputados/73696";"ANGELA AMIN";"Vereador(a)";"SC";"Florianópolis";"1989";"1990";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73696";"https://dadosabertos.camara.leg.br/api/v2/deputados/73696";"ANGELA AMIN";"Prefeito(a)";"SC";"Florianópolis";"1997";"2000";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811"
"73696";"https://dadosabertos.camara.leg.br/api/v2/deputados/73696";"ANGELA AMIN";"Prefeito(a)";"SC";"Florianópolis";"2001";"2004";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811"
"73474";"https://dadosabertos.camara.leg.br/api/v2/deputados/73474";"LUCI CHOINACKI";"Deputado(a) Estadual";"SC";"";"1987";"1991";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73886";"https://dadosabertos.camara.leg.br/api/v2/deputados/73886";"ADÃO PRETTO";"Deputado(a) Estadual";"RS";"";"1987";"1991";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73901";"https://dadosabertos.camara.leg.br/api/v2/deputados/73901";"JOSÉ FORTUNATI";"Deputado(a) Estadual";"RS";"";"1987";"1991";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"73901";"https://dadosabertos.camara.leg.br/api/v2/deputados/73901";"JOSÉ FORTUNATI";"Vice-Prefeito(a)";"RS";"";"1997";"2000";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"ÁTILA LINS";"Deputado(a) Estadual";"AM";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"ÁTILA LINS";"Deputado(a) Estadual";"AM";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"ÁTILA LINS";"Deputado(a) Estadual";"AM";"";"1987";"1991";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"73981";"https://dadosabertos.camara.leg.br/api/v2/deputados/73981";"FRANCISCO RODRIGUES";"Vereador(a)";"RR";"";"1988";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74240";"https://dadosabertos.camara.leg.br/api/v2/deputados/74240";"JOÃO TOTA";"Prefeito(a)";"AC";"";"1975";"1980";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74240";"https://dadosabertos.camara.leg.br/api/v2/deputados/74240";"JOÃO TOTA";"Prefeito(a)";"AC";"";"1980";"1985";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73704";"https://dadosabertos.camara.leg.br/api/v2/deputados/73704";"DERVAL DE PAIVA";"Deputado(a) Estadual";"GO";"";"1971";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73704";"https://dadosabertos.camara.leg.br/api/v2/deputados/73704";"DERVAL DE PAIVA";"Deputado(a) Estadual";"GO";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73704";"https://dadosabertos.camara.leg.br/api/v2/deputados/73704";"DERVAL DE PAIVA";"Deputado(a) Estadual";"GO";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73704";"https://dadosabertos.camara.leg.br/api/v2/deputados/73704";"DERVAL DE PAIVA";"Senador(a) Suplente";"GO";"";"1983";"1984";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74195";"https://dadosabertos.camara.leg.br/api/v2/deputados/74195";"CESAR BANDEIRA";"Deputado(a) Estadual";"MA";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74195";"https://dadosabertos.camara.leg.br/api/v2/deputados/74195";"CESAR BANDEIRA";"Deputado(a) Estadual";"MA";"";"1987";"1991";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"74207";"https://dadosabertos.camara.leg.br/api/v2/deputados/74207";"PEDRO NOVAIS";"Deputado(a) Estadual";"MA";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74457";"https://dadosabertos.camara.leg.br/api/v2/deputados/74457";"MORONI TORGAN";"Vice-Governador(a)";"CE";"";"1995";"1998";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835"
"74294";"https://dadosabertos.camara.leg.br/api/v2/deputados/74294";"GONZAGA MOTA";"Governador(a)";"CE";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74106";"https://dadosabertos.camara.leg.br/api/v2/deputados/74106";"EDSON SILVA";"Deputado(a) Estadual";"CE";"";"1987";"1991";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786"
"74106";"https://dadosabertos.camara.leg.br/api/v2/deputados/74106";"EDSON SILVA";"Deputado(a) Estadual";"CE";"";"2006";"2009";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769"
"74304";"https://dadosabertos.camara.leg.br/api/v2/deputados/74304";"PINHEIRO LANDIM";"Vereador(a)";"CE";"";"1966";"1970";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"74304";"https://dadosabertos.camara.leg.br/api/v2/deputados/74304";"PINHEIRO LANDIM";"Vice-Prefeito(a)";"CE";"";"1973";"1977";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"74304";"https://dadosabertos.camara.leg.br/api/v2/deputados/74304";"PINHEIRO LANDIM";"Deputado(a) Estadual";"CE";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74304";"https://dadosabertos.camara.leg.br/api/v2/deputados/74304";"PINHEIRO LANDIM";"Deputado(a) Estadual";"CE";"";"1987";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74304";"https://dadosabertos.camara.leg.br/api/v2/deputados/74304";"PINHEIRO LANDIM";"Governador(a)";"CE";"";"1989";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74312";"https://dadosabertos.camara.leg.br/api/v2/deputados/74312";"B. SÁ";"Prefeito(a)";"PI";"";"1983";"1988";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74312";"https://dadosabertos.camara.leg.br/api/v2/deputados/74312";"B. SÁ";"Prefeito(a)";"PI";"";"2009";"";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832"
"74433";"https://dadosabertos.camara.leg.br/api/v2/deputados/74433";"ROBERTO MAGALHÃES";"Vice-Governador(a)";"PE";"";"1979";"1982";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74433";"https://dadosabertos.camara.leg.br/api/v2/deputados/74433";"ROBERTO MAGALHÃES";"Governador(a)";"PE";"";"1983";"1986";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74433";"https://dadosabertos.camara.leg.br/api/v2/deputados/74433";"ROBERTO MAGALHÃES";"Prefeito(a)";"PE";"";"1997";"2000";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"74426";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSÉ MÚCIO MONTEIRO";"Vice-Prefeito(a)";"PE";"";"1976";"1982";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74426";"https://dadosabertos.camara.leg.br/api/v2/deputados/74426";"JOSÉ MÚCIO MONTEIRO";"Prefeito(a)";"PE";"";"1982";"1983";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Deputado(a) Estadual";"PE";"";"1950";"1954";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Deputado(a) Estadual";"PE";"";"1954";"1958";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Prefeito(a)";"PE";"";"1959";"1962";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Governador(a)";"PE";"";"1963";"1964";"PST";"https://dadosabertos.camara.leg.br/api/v2/partidos/36842"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Governador(a)";"PE";"";"1987";"1990";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"65511";"https://dadosabertos.camara.leg.br/api/v2/deputados/65511";"MIGUEL ARRAES";"Governador(a)";"PE";"";"1995";"1998";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832"
"74435";"https://dadosabertos.camara.leg.br/api/v2/deputados/74435";"SERGIO GUERRA";"Deputado(a) Estadual";"PE";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74435";"https://dadosabertos.camara.leg.br/api/v2/deputados/74435";"SERGIO GUERRA";"Deputado(a) Estadual";"PE";"";"1987";"1991";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786"
"74435";"https://dadosabertos.camara.leg.br/api/v2/deputados/74435";"SERGIO GUERRA";"Senador(a)";"PE";"";"2003";"2011";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835"
"74427";"https://dadosabertos.camara.leg.br/api/v2/deputados/74427";"LUIZ PIAUHYLINO";"Senador(a)";"PE";"";"1988";"1989";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73801";"https://dadosabertos.camara.leg.br/api/v2/deputados/73801";"RENILDO CALHEIROS";"Vereador(a)";"PE";"Recife";"1989";"1991";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779"
"73801";"https://dadosabertos.camara.leg.br/api/v2/deputados/73801";"RENILDO CALHEIROS";"Prefeito(a)";"PE";"Olinda";"2009";"2017";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779"
"74528";"https://dadosabertos.camara.leg.br/api/v2/deputados/74528";"JERÔNIMO REIS";"Deputado(a) Estadual";"SE";"";"1987";"1989";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"74528";"https://dadosabertos.camara.leg.br/api/v2/deputados/74528";"JERÔNIMO REIS";"Vice-Prefeito(a)";"SE";"";"1989";"1991";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"74528";"https://dadosabertos.camara.leg.br/api/v2/deputados/74528";"JERÔNIMO REIS";"Prefeito(a)";"SE";"";"1997";"2001";"PMN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36801"
"74528";"https://dadosabertos.camara.leg.br/api/v2/deputados/74528";"JERÔNIMO REIS";"Prefeito(a)";"SE";"";"2001";"2002";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835"
"74549";"https://dadosabertos.camara.leg.br/api/v2/deputados/74549";"JOÃO ALMEIDA";"Deputado(a) Estadual";"BA";"";"1987";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74634";"https://dadosabertos.camara.leg.br/api/v2/deputados/74634";"MARCOS MEDRADO";"Deputado(a) Estadual";"BA";"";"1987";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74634";"https://dadosabertos.camara.leg.br/api/v2/deputados/74634";"MARCOS MEDRADO";"Vice-Prefeito(a)";"BA";"";"1997";"2001";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36809"
"74634";"https://dadosabertos.camara.leg.br/api/v2/deputados/74634";"MARCOS MEDRADO";"Vice-Prefeito(a)";"BA";"";"2001";"2005";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36809"
"74634";"https://dadosabertos.camara.leg.br/api/v2/deputados/74634";"MARCOS MEDRADO";"Vereador(a)";"BA";"";"2005";"2007";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36809"
"74752";"https://dadosabertos.camara.leg.br/api/v2/deputados/74752";"ODELMO LEÃO";"Prefeito(a)";"MG";"Uberlândia";"2005";"2012";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36809"
"74759";"https://dadosabertos.camara.leg.br/api/v2/deputados/74759";"ROMEL ANIZIO";"Vereador(a)";"MG";"";"1971";"1973";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74759";"https://dadosabertos.camara.leg.br/api/v2/deputados/74759";"ROMEL ANIZIO";"Vereador(a)";"MG";"";"1973";"1977";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74759";"https://dadosabertos.camara.leg.br/api/v2/deputados/74759";"ROMEL ANIZIO";"Deputado(a) Estadual";"MG";"";"1978";"1978";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74759";"https://dadosabertos.camara.leg.br/api/v2/deputados/74759";"ROMEL ANIZIO";"Prefeito(a)";"MG";"";"1983";"1988";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"74813";"https://dadosabertos.camara.leg.br/api/v2/deputados/74813";"RONALDO CAIADO";"Senador(a)";"GO";"";"2015";"2019";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769"
"74813";"https://dadosabertos.camara.leg.br/api/v2/deputados/74813";"RONALDO CAIADO";"Governador(a)";"GO";"";"2018";"2023";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769"
"74813";"https://dadosabertos.camara.leg.br/api/v2/deputados/74813";"RONALDO CAIADO";"Governador(a)";"GO";"";"2023";"";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009"
"73777";"https://dadosabertos.camara.leg.br/api/v2/deputados/73777";"LUCIANO PIZZATTO";"Deputado(a) Estadual";"PR";"";"1989";"1991";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73778";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"Vereador(a)";"PR";"";"1973";"1977";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73778";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"Prefeito(a)";"PR";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"74552";"https://dadosabertos.camara.leg.br/api/v2/deputados/74552";"JORGE KHOURY";"Prefeito(a)";"BA";"";"1983";"1989";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73761";"https://dadosabertos.camara.leg.br/api/v2/deputados/73761";"NELSON TRAD";"Vice-Prefeito(a)";"MS";"";"1963";"1964";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"73761";"https://dadosabertos.camara.leg.br/api/v2/deputados/73761";"NELSON TRAD";"Deputado(a) Estadual";"MS";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73761";"https://dadosabertos.camara.leg.br/api/v2/deputados/73761";"NELSON TRAD";"Deputado(a) Estadual";"MS";"";"1987";"1991";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"74648";"https://dadosabertos.camara.leg.br/api/v2/deputados/74648";"ARACELY DE PAULA";"Vereador(a)";"MG";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"74648";"https://dadosabertos.camara.leg.br/api/v2/deputados/74648";"ARACELY DE PAULA";"Vereador(a)";"MG";"";"1971";"1972";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
